Store,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday
94,2,2015-05-26,6690,646,1,0,0,1
94,3,2015-05-27,6167,581,1,0,0,0
94,4,2015-05-28,6850,611,1,0,0,0
94,5,2015-05-29,7916,680,1,0,0,0
94,6,2015-05-30,6639,606,1,0,0,0
94,7,2015-05-31,0,0,0,0,0,0
94,1,2015-06-01,12278,929,1,1,0,0
94,2,2015-06-02,10632,788,1,1,0,0
94,3,2015-06-03,10053,810,1,1,0,0
94,4,2015-06-04,0,0,0,1,a,0
94,5,2015-06-05,9728,830,1,1,0,0
94,6,2015-06-06,6042,558,1,0,0,0
94,7,2015-06-07,0,0,0,0,0,0
94,1,2015-06-08,6853,650,1,0,0,0
94,2,2015-06-09,6120,561,1,0,0,0
94,3,2015-06-10,6602,596,1,0,0,0
94,4,2015-06-11,6661,622,1,0,0,0
94,5,2015-06-12,6506,629,1,0,0,0
94,6,2015-06-13,5625,559,1,0,0,0
94,7,2015-06-14,0,0,0,0,0,0
94,1,2015-06-15,11167,876,1,1,0,0
94,2,2015-06-16,9800,743,1,1,0,0
94,3,2015-06-17,8612,672,1,1,0,0
94,4,2015-06-18,8678,734,1,1,0,0
94,5,2015-06-19,8692,744,1,1,0,0
94,6,2015-06-20,5538,566,1,0,0,0
94,7,2015-06-21,0,0,0,0,0,0
94,1,2015-06-22,6196,581,1,0,0,0
94,2,2015-06-23,5268,544,1,0,0,0
94,3,2015-06-24,5507,566,1,0,0,0
94,4,2015-06-25,6216,583,1,0,0,0
94,5,2015-06-26,6488,607,1,0,0,0
94,6,2015-06-27,5896,544,1,0,0,0
94,7,2015-06-28,0,0,0,0,0,0
94,1,2015-06-29,11278,809,1,1,0,1
94,2,2015-06-30,10792,732,1,1,0,1
94,3,2015-07-01,9790,713,1,1,0,1
94,4,2015-07-02,8926,681,1,1,0,1
94,5,2015-07-03,8972,698,1,1,0,1
94,6,2015-07-04,5839,493,1,0,0,0
94,7,2015-07-05,0,0,0,0,0,0
94,1,2015-07-06,7228,655,1,0,0,1
94,2,2015-07-07,5828,529,1,0,0,1
94,3,2015-07-08,6684,543,1,0,0,1
94,4,2015-07-09,6985,630,1,0,0,1
94,5,2015-07-10,6876,632,1,0,0,1
94,6,2015-07-11,5444,517,1,0,0,0
94,7,2015-07-12,0,0,0,0,0,0
94,1,2015-07-13,11421,821,1,1,0,1
94,2,2015-07-14,8734,700,1,1,0,1
94,3,2015-07-15,8731,705,1,1,0,1
94,4,2015-07-16,7846,708,1,1,0,1
94,5,2015-07-17,7567,654,1,1,0,1
94,6,2015-07-18,5694,539,1,0,0,0
94,7,2015-07-19,0,0,0,0,0,0
94,1,2015-07-20,6099,591,1,0,0,1
94,2,2015-07-21,5282,505,1,0,0,1
94,3,2015-07-22,5556,541,1,0,0,1
94,4,2015-07-23,5580,560,1,0,0,1
94,5,2015-07-24,5524,538,1,0,0,1
94,6,2015-07-25,5176,496,1,0,0,0
94,7,2015-07-26,0,0,0,0,0,0
94,1,2015-07-27,11168,780,1,1,0,1
94,2,2015-07-28,8929,701,1,1,0,1
94,3,2015-07-29,7718,616,1,1,0,1
94,4,2015-07-30,7964,649,1,1,0,1
94,5,2015-07-31,8372,694,1,1,0,1
143,4,2015-04-30,9324,765,1,1,0,0
143,5,2015-05-01,0,0,0,1,a,0
143,6,2015-05-02,7277,675,1,0,0,0
143,7,2015-05-03,0,0,0,0,0,0
143,1,2015-05-04,9514,834,1,1,0,0
143,2,2015-05-05,7419,637,1,1,0,0
143,3,2015-05-06,7016,624,1,1,0,0
143,4,2015-05-07,6883,609,1,1,0,0
143,5,2015-05-08,6477,629,1,1,0,0
143,6,2015-05-09,6367,594,1,0,0,0
143,7,2015-05-10,0,0,0,0,0,0
143,1,2015-05-11,5058,520,1,0,0,0
143,2,2015-05-12,5497,555,1,0,0,0
143,3,2015-05-13,6677,624,1,0,0,0
143,4,2015-05-14,0,0,0,0,a,0
143,5,2015-05-15,6780,654,1,0,0,0
143,6,2015-05-16,4839,478,1,0,0,0
143,7,2015-05-17,0,0,0,0,0,0
143,1,2015-05-18,9947,814,1,1,0,0
143,2,2015-05-19,7850,693,1,1,0,0
143,3,2015-05-20,6726,581,1,1,0,0
143,4,2015-05-21,6414,577,1,1,0,0
143,5,2015-05-22,6594,613,1,1,0,0
143,6,2015-05-23,5228,467,1,0,0,0
143,7,2015-05-24,0,0,0,0,0,0
143,1,2015-05-25,0,0,0,0,a,0
143,2,2015-05-26,6283,591,1,0,0,0
143,3,2015-05-27,4806,496,1,0,0,0
143,4,2015-05-28,5066,481,1,0,0,0
143,5,2015-05-29,7343,609,1,0,0,0
143,6,2015-05-30,6237,559,1,0,0,0
143,7,2015-05-31,0,0,0,0,0,0
143,1,2015-06-01,10782,835,1,1,0,0
143,2,2015-06-02,8697,731,1,1,0,0
143,3,2015-06-03,8589,714,1,1,0,0
143,4,2015-06-04,0,0,0,1,a,0
143,5,2015-06-05,7749,700,1,1,0,0
143,6,2015-06-06,5689,531,1,0,0,0
143,7,2015-06-07,0,0,0,0,0,0
143,1,2015-06-08,6106,583,1,0,0,0
143,2,2015-06-09,5715,520,1,0,0,0
143,3,2015-06-10,5265,477,1,0,0,0
143,4,2015-06-11,4466,469,1,0,0,0
143,5,2015-06-12,5458,496,1,0,0,0
143,6,2015-06-13,4938,494,1,0,0,0
143,7,2015-06-14,0,0,0,0,0,0
143,1,2015-06-15,10442,844,1,1,0,0
143,2,2015-06-16,7477,691,1,1,0,0
143,3,2015-06-17,7218,616,1,1,0,0
143,4,2015-06-18,6597,558,1,1,0,0
143,5,2015-06-19,7079,642,1,1,0,0
143,6,2015-06-20,4902,458,1,0,0,0
143,7,2015-06-21,0,0,0,0,0,0
143,1,2015-06-22,4687,479,1,0,0,0
143,2,2015-06-23,4291,417,1,0,0,0
143,3,2015-06-24,4161,423,1,0,0,0
143,4,2015-06-25,3726,410,1,0,0,0
143,5,2015-06-26,4595,444,1,0,0,0
143,6,2015-06-27,4917,477,1,0,0,0
143,7,2015-06-28,0,0,0,0,0,0
143,1,2015-06-29,10736,794,1,1,0,0
143,2,2015-06-30,9499,740,1,1,0,0
143,3,2015-07-01,8026,656,1,1,0,0
143,4,2015-07-02,7201,597,1,1,0,0
143,5,2015-07-03,7692,661,1,1,0,0
143,6,2015-07-04,5270,495,1,0,0,0
143,7,2015-07-05,0,0,0,0,0,0
143,1,2015-07-06,5906,547,1,0,0,0
143,2,2015-07-07,4552,450,1,0,0,0
143,3,2015-07-08,5961,570,1,0,0,0
143,4,2015-07-09,5056,491,1,0,0,0
143,5,2015-07-10,5134,486,1,0,0,0
143,6,2015-07-11,5355,501,1,0,0,0
143,7,2015-07-12,0,0,0,0,0,0
143,1,2015-07-13,11025,882,1,1,0,0
143,2,2015-07-14,8625,690,1,1,0,0
143,3,2015-07-15,6634,593,1,1,0,0
143,4,2015-07-16,6235,547,1,1,0,0
143,5,2015-07-17,7168,630,1,1,0,0
143,6,2015-07-18,5453,535,1,0,0,0
143,7,2015-07-19,0,0,0,0,0,0
143,1,2015-07-20,5560,552,1,0,0,0
143,2,2015-07-21,4518,469,1,0,0,0
143,3,2015-07-22,5245,468,1,0,0,0
143,4,2015-07-23,5058,504,1,0,0,0
143,5,2015-07-24,5041,499,1,0,0,0
143,6,2015-07-25,5126,480,1,0,0,0
143,7,2015-07-26,0,0,0,0,0,0
143,1,2015-07-27,9732,761,1,1,0,1
143,2,2015-07-28,8214,678,1,1,0,1
143,3,2015-07-29,7100,554,1,1,0,1
143,4,2015-07-30,6740,584,1,1,0,1
143,5,2015-07-31,8382,720,1,1,0,1
162,4,2015-04-30,12212,771,1,1,0,0
162,5,2015-05-01,0,0,0,1,a,0
162,6,2015-05-02,9327,731,1,0,0,0
162,7,2015-05-03,0,0,0,0,0,0
162,1,2015-05-04,11079,657,1,1,0,0
162,2,2015-05-05,9274,603,1,1,0,0
162,3,2015-05-06,8134,561,1,1,0,0
162,4,2015-05-07,7492,523,1,1,0,0
162,5,2015-05-08,9198,644,1,1,0,0
162,6,2015-05-09,7836,625,1,0,0,0
162,7,2015-05-10,0,0,0,0,0,0
162,1,2015-05-11,5572,448,1,0,0,0
162,2,2015-05-12,5314,427,1,0,0,0
162,3,2015-05-13,7749,615,1,0,0,0
162,4,2015-05-14,0,0,0,0,a,0
162,5,2015-05-15,7514,583,1,0,0,0
162,6,2015-05-16,7017,565,1,0,0,0
162,7,2015-05-17,0,0,0,0,0,0
162,1,2015-05-18,11020,689,1,1,0,0
162,2,2015-05-19,8908,589,1,1,0,0
162,3,2015-05-20,7263,536,1,1,0,0
162,4,2015-05-21,8049,557,1,1,0,0
162,5,2015-05-22,8003,620,1,1,0,0
162,6,2015-05-23,7777,599,1,0,0,0
162,7,2015-05-24,0,0,0,0,0,0
162,1,2015-05-25,0,0,0,0,a,0
162,2,2015-05-26,6862,532,1,0,0,0
162,3,2015-05-27,5849,485,1,0,0,0
162,4,2015-05-28,6194,476,1,0,0,0
162,5,2015-05-29,7674,521,1,0,0,0
162,6,2015-05-30,9179,644,1,0,0,0
162,7,2015-05-31,0,0,0,0,0,0
162,1,2015-06-01,12111,680,1,1,0,0
162,2,2015-06-02,10616,641,1,1,0,0
162,3,2015-06-03,10637,690,1,1,0,0
162,4,2015-06-04,0,0,0,1,a,0
162,5,2015-06-05,10989,701,1,1,0,0
162,6,2015-06-06,7257,576,1,0,0,0
162,7,2015-06-07,0,0,0,0,0,0
162,1,2015-06-08,6359,500,1,0,0,0
162,2,2015-06-09,6128,473,1,0,0,0
162,3,2015-06-10,5304,459,1,0,0,0
162,4,2015-06-11,6246,469,1,0,0,0
162,5,2015-06-12,5362,461,1,0,0,0
162,6,2015-06-13,7386,581,1,0,0,0
162,7,2015-06-14,0,0,0,0,0,0
162,1,2015-06-15,13378,771,1,1,0,0
162,2,2015-06-16,10504,635,1,1,0,0
162,3,2015-06-17,8228,558,1,1,0,0
162,4,2015-06-18,8524,619,1,1,0,0
162,5,2015-06-19,8698,620,1,1,0,0
162,6,2015-06-20,6380,519,1,0,0,0
162,7,2015-06-21,0,0,0,0,0,0
162,1,2015-06-22,5378,450,1,0,0,0
162,2,2015-06-23,5790,482,1,0,0,0
162,3,2015-06-24,5488,448,1,0,0,0
162,4,2015-06-25,5235,452,1,0,0,0
162,5,2015-06-26,6463,507,1,0,0,0
162,6,2015-06-27,8155,616,1,0,0,0
162,7,2015-06-28,0,0,0,0,0,0
162,1,2015-06-29,14082,786,1,1,0,0
162,2,2015-06-30,13334,748,1,1,0,0
162,3,2015-07-01,7390,496,1,1,0,0
162,4,2015-07-02,7686,517,1,1,0,0
162,5,2015-07-03,8422,588,1,1,0,0
162,6,2015-07-04,7059,533,1,0,0,0
162,7,2015-07-05,0,0,0,0,0,0
162,1,2015-07-06,6462,507,1,0,0,0
162,2,2015-07-07,5646,465,1,0,0,0
162,3,2015-07-08,6250,468,1,0,0,0
162,4,2015-07-09,6591,487,1,0,0,0
162,5,2015-07-10,6868,533,1,0,0,0
162,6,2015-07-11,7432,553,1,0,0,0
162,7,2015-07-12,0,0,0,0,0,0
162,1,2015-07-13,11916,741,1,1,0,0
162,2,2015-07-14,9424,633,1,1,0,0
162,3,2015-07-15,8723,536,1,1,0,0
162,4,2015-07-16,8551,558,1,1,0,0
162,5,2015-07-17,9064,627,1,1,0,0
162,6,2015-07-18,6887,523,1,0,0,0
162,7,2015-07-19,0,0,0,0,0,0
162,1,2015-07-20,5869,469,1,0,0,0
162,2,2015-07-21,5457,433,1,0,0,0
162,3,2015-07-22,5737,458,1,0,0,0
162,4,2015-07-23,7160,507,1,0,0,0
162,5,2015-07-24,7179,551,1,0,0,0
162,6,2015-07-25,6936,538,1,0,0,0
162,7,2015-07-26,0,0,0,0,0,0
162,1,2015-07-27,12977,737,1,1,0,1
162,2,2015-07-28,9218,562,1,1,0,1
162,3,2015-07-29,8089,549,1,1,0,1
162,4,2015-07-30,9618,598,1,1,0,1
162,5,2015-07-31,10735,658,1,1,0,1
164,4,2015-04-30,9721,882,1,1,0,0
164,5,2015-05-01,0,0,0,1,a,0
164,6,2015-05-02,5926,544,1,0,0,0
164,7,2015-05-03,0,0,0,0,0,0
164,1,2015-05-04,10499,862,1,1,0,0
164,2,2015-05-05,8087,736,1,1,0,0
164,3,2015-05-06,7125,684,1,1,0,0
164,4,2015-05-07,7629,721,1,1,0,0
164,5,2015-05-08,6765,652,1,1,0,0
164,6,2015-05-09,5116,491,1,0,0,0
164,7,2015-05-10,0,0,0,0,0,0
164,1,2015-05-11,6050,663,1,0,0,0
164,2,2015-05-12,5231,605,1,0,0,0
164,3,2015-05-13,6651,705,1,0,0,0
164,4,2015-05-14,0,0,0,0,a,0
164,5,2015-05-15,7328,737,1,0,0,0
164,6,2015-05-16,4831,477,1,0,0,0
164,7,2015-05-17,0,0,0,0,0,0
164,1,2015-05-18,9243,834,1,1,0,0
164,2,2015-05-19,8110,770,1,1,0,0
164,3,2015-05-20,6898,662,1,1,0,0
164,4,2015-05-21,8233,736,1,1,0,0
164,5,2015-05-22,7033,710,1,1,0,0
164,6,2015-05-23,4761,497,1,0,0,0
164,7,2015-05-24,0,0,0,0,0,0
164,1,2015-05-25,0,0,0,0,a,0
164,2,2015-05-26,7509,688,1,0,0,1
164,3,2015-05-27,5552,615,1,0,0,1
164,4,2015-05-28,6140,629,1,0,0,1
164,5,2015-05-29,7515,716,1,0,0,1
164,6,2015-05-30,4581,446,1,0,0,0
164,7,2015-05-31,0,0,0,0,0,0
164,1,2015-06-01,9780,844,1,1,0,1
164,2,2015-06-02,8834,767,1,1,0,1
164,3,2015-06-03,8316,826,1,1,0,1
164,4,2015-06-04,0,0,0,1,a,1
164,5,2015-06-05,9029,884,1,1,0,1
164,6,2015-06-06,5144,501,1,0,0,0
164,7,2015-06-07,0,0,0,0,0,0
164,1,2015-06-08,5699,580,1,0,0,0
164,2,2015-06-09,6706,657,1,0,0,0
164,3,2015-06-10,5983,603,1,0,0,0
164,4,2015-06-11,5399,577,1,0,0,0
164,5,2015-06-12,5823,631,1,0,0,0
164,6,2015-06-13,4244,429,1,0,0,0
164,7,2015-06-14,0,0,0,0,0,0
164,1,2015-06-15,10832,918,1,1,0,0
164,2,2015-06-16,8330,753,1,1,0,0
164,3,2015-06-17,8229,757,1,1,0,0
164,4,2015-06-18,6537,606,1,1,0,0
164,5,2015-06-19,7825,739,1,1,0,0
164,6,2015-06-20,4050,394,1,0,0,0
164,7,2015-06-21,0,0,0,0,0,0
164,1,2015-06-22,5783,615,1,0,0,0
164,2,2015-06-23,5342,593,1,0,0,0
164,3,2015-06-24,5489,582,1,0,0,0
164,4,2015-06-25,6113,599,1,0,0,0
164,5,2015-06-26,5462,581,1,0,0,0
164,6,2015-06-27,4092,416,1,0,0,0
164,7,2015-06-28,0,0,0,0,0,0
164,1,2015-06-29,12292,1004,1,1,0,0
164,2,2015-06-30,11727,948,1,1,0,0
164,3,2015-07-01,6406,635,1,1,0,0
164,4,2015-07-02,6433,620,1,1,0,0
164,5,2015-07-03,6115,630,1,1,0,0
164,6,2015-07-04,4297,471,1,0,0,0
164,7,2015-07-05,0,0,0,0,0,0
164,1,2015-07-06,5994,635,1,0,0,0
164,2,2015-07-07,4600,560,1,0,0,0
164,3,2015-07-08,5445,564,1,0,0,0
164,4,2015-07-09,5025,558,1,0,0,0
164,5,2015-07-10,5769,602,1,0,0,0
164,6,2015-07-11,4937,454,1,0,0,0
164,7,2015-07-12,0,0,0,0,0,0
164,1,2015-07-13,8819,823,1,1,0,0
164,2,2015-07-14,8882,769,1,1,0,0
164,3,2015-07-15,7490,688,1,1,0,0
164,4,2015-07-16,8070,701,1,1,0,0
164,5,2015-07-17,7142,694,1,1,0,0
164,6,2015-07-18,4565,461,1,0,0,0
164,7,2015-07-19,0,0,0,0,0,0
164,1,2015-07-20,6028,666,1,0,0,0
164,2,2015-07-21,5399,614,1,0,0,0
164,3,2015-07-22,4560,528,1,0,0,0
164,4,2015-07-23,6027,598,1,0,0,0
164,5,2015-07-24,5218,569,1,0,0,0
164,6,2015-07-25,4521,405,1,0,0,0
164,7,2015-07-26,0,0,0,0,0,0
164,1,2015-07-27,10513,817,1,1,0,0
164,2,2015-07-28,8454,737,1,1,0,0
164,3,2015-07-29,7309,659,1,1,0,0
164,4,2015-07-30,8844,755,1,1,0,0
164,5,2015-07-31,9240,792,1,1,0,0
179,4,2015-04-30,10683,1246,1,1,0,0
179,5,2015-05-01,0,0,0,1,a,0
179,6,2015-05-02,9655,1273,1,0,0,0
179,7,2015-05-03,0,0,0,0,0,0
179,1,2015-05-04,11466,1342,1,1,0,0
179,2,2015-05-05,8874,1094,1,1,0,0
179,3,2015-05-06,8864,1073,1,1,0,0
179,4,2015-05-07,7788,1012,1,1,0,0
179,5,2015-05-08,7999,1012,1,1,0,0
179,6,2015-05-09,7151,979,1,0,0,0
179,7,2015-05-10,0,0,0,0,0,0
179,1,2015-05-11,6425,930,1,0,0,0
179,2,2015-05-12,6486,915,1,0,0,0
179,3,2015-05-13,6886,995,1,0,0,0
179,4,2015-05-14,0,0,0,0,a,0
179,5,2015-05-15,7880,1062,1,0,0,0
179,6,2015-05-16,6385,868,1,0,0,0
179,7,2015-05-17,0,0,0,0,0,0
179,1,2015-05-18,11533,1281,1,1,0,0
179,2,2015-05-19,9310,1110,1,1,0,0
179,3,2015-05-20,7545,982,1,1,0,0
179,4,2015-05-21,7846,1005,1,1,0,0
179,5,2015-05-22,7794,950,1,1,0,0
179,6,2015-05-23,6351,887,1,0,0,0
179,7,2015-05-24,0,0,0,0,0,0
179,1,2015-05-25,0,0,0,0,a,0
179,2,2015-05-26,6848,964,1,0,0,1
179,3,2015-05-27,5859,832,1,0,0,0
179,4,2015-05-28,6369,858,1,0,0,0
179,5,2015-05-29,8662,1055,1,0,0,0
179,6,2015-05-30,7321,920,1,0,0,0
179,7,2015-05-31,0,0,0,0,0,0
179,1,2015-06-01,14160,1499,1,1,0,0
179,2,2015-06-02,10252,1181,1,1,0,0
179,3,2015-06-03,9504,1204,1,1,0,0
179,4,2015-06-04,0,0,0,1,a,0
179,5,2015-06-05,9283,1172,1,1,0,0
179,6,2015-06-06,6861,1011,1,0,0,0
179,7,2015-06-07,0,0,0,0,0,0
179,1,2015-06-08,6772,898,1,0,0,0
179,2,2015-06-09,6905,935,1,0,0,0
179,3,2015-06-10,6577,930,1,0,0,0
179,4,2015-06-11,6005,887,1,0,0,0
179,5,2015-06-12,5346,752,1,0,0,0
179,6,2015-06-13,5808,787,1,0,0,0
179,7,2015-06-14,0,0,0,0,0,0
179,1,2015-06-15,11626,1245,1,1,0,0
179,2,2015-06-16,10085,1169,1,1,0,0
179,3,2015-06-17,7959,1005,1,1,0,0
179,4,2015-06-18,7790,970,1,1,0,0
179,5,2015-06-19,6474,871,1,1,0,0
179,6,2015-06-20,6336,843,1,0,0,0
179,7,2015-06-21,0,0,0,0,0,0
179,1,2015-06-22,5083,725,1,0,0,0
179,2,2015-06-23,5956,842,1,0,0,0
179,3,2015-06-24,5749,827,1,0,0,0
179,4,2015-06-25,5862,825,1,0,0,0
179,5,2015-06-26,5957,797,1,0,0,0
179,6,2015-06-27,5858,831,1,0,0,0
179,7,2015-06-28,0,0,0,0,0,0
179,1,2015-06-29,12945,1328,1,1,0,1
179,2,2015-06-30,12691,1315,1,1,0,1
179,3,2015-07-01,9419,1085,1,1,0,1
179,4,2015-07-02,7923,939,1,1,0,1
179,5,2015-07-03,7475,1015,1,1,0,1
179,6,2015-07-04,5009,710,1,0,0,0
179,7,2015-07-05,0,0,0,0,0,0
179,1,2015-07-06,7267,995,1,0,0,1
179,2,2015-07-07,6232,873,1,0,0,1
179,3,2015-07-08,6031,823,1,0,0,1
179,4,2015-07-09,6195,875,1,0,0,1
179,5,2015-07-10,6016,830,1,0,0,1
179,6,2015-07-11,6127,844,1,0,0,0
179,7,2015-07-12,0,0,0,0,0,0
179,1,2015-07-13,9525,1093,1,1,0,1
179,2,2015-07-14,8735,1027,1,1,0,1
179,3,2015-07-15,8268,1028,1,1,0,1
179,4,2015-07-16,8223,986,1,1,0,1
179,5,2015-07-17,6221,804,1,1,0,1
179,6,2015-07-18,6638,900,1,0,0,0
179,7,2015-07-19,0,0,0,0,0,0
179,1,2015-07-20,6640,877,1,0,0,1
179,2,2015-07-21,5888,876,1,0,0,1
179,3,2015-07-22,5699,794,1,0,0,1
179,4,2015-07-23,5068,783,1,0,0,1
179,5,2015-07-24,5176,766,1,0,0,1
179,6,2015-07-25,4510,579,1,0,0,0
179,7,2015-07-26,0,0,0,0,0,0
179,1,2015-07-27,9581,1062,1,1,0,1
179,2,2015-07-28,8207,999,1,1,0,1
179,3,2015-07-29,6692,804,1,1,0,1
179,4,2015-07-30,9668,1107,1,1,0,1
179,5,2015-07-31,10635,1183,1,1,0,1
190,4,2015-04-30,10205,864,1,1,0,0
190,5,2015-05-01,0,0,0,1,a,0
190,6,2015-05-02,9170,759,1,0,0,0
190,7,2015-05-03,0,0,0,0,0,0
190,1,2015-05-04,10293,905,1,1,0,0
190,2,2015-05-05,8277,791,1,1,0,0
190,3,2015-05-06,8186,681,1,1,0,0
190,4,2015-05-07,8411,752,1,1,0,0
190,5,2015-05-08,8226,742,1,1,0,0
190,6,2015-05-09,7594,636,1,0,0,0
190,7,2015-05-10,0,0,0,0,0,0
190,1,2015-05-11,6644,693,1,0,0,0
190,2,2015-05-12,6480,643,1,0,0,0
190,3,2015-05-13,7922,768,1,0,0,0
190,4,2015-05-14,0,0,0,0,a,0
190,5,2015-05-15,8874,806,1,0,0,0
190,6,2015-05-16,6804,614,1,0,0,0
190,7,2015-05-17,0,0,0,0,0,0
190,1,2015-05-18,9930,848,1,1,0,0
190,2,2015-05-19,8798,710,1,1,0,0
190,3,2015-05-20,6622,587,1,1,0,0
190,4,2015-05-21,7832,657,1,1,0,0
190,5,2015-05-22,9625,829,1,1,0,0
190,6,2015-05-23,7236,665,1,0,0,0
190,7,2015-05-24,0,0,0,0,0,0
190,1,2015-05-25,0,0,0,0,a,0
190,2,2015-05-26,8510,735,1,0,0,1
190,3,2015-05-27,7117,669,1,0,0,1
190,4,2015-05-28,7004,657,1,0,0,1
190,5,2015-05-29,8002,673,1,0,0,1
190,6,2015-05-30,7471,625,1,0,0,0
190,7,2015-05-31,0,0,0,0,0,0
190,1,2015-06-01,10484,827,1,1,0,1
190,2,2015-06-02,10008,786,1,1,0,1
190,3,2015-06-03,9047,766,1,1,0,1
190,4,2015-06-04,0,0,0,1,a,1
190,5,2015-06-05,9781,809,1,1,0,1
190,6,2015-06-06,5712,520,1,0,0,0
190,7,2015-06-07,0,0,0,0,0,0
190,1,2015-06-08,8078,710,1,0,0,0
190,2,2015-06-09,7100,696,1,0,0,0
190,3,2015-06-10,7431,684,1,0,0,0
190,4,2015-06-11,7142,662,1,0,0,0
190,5,2015-06-12,6492,646,1,0,0,0
190,6,2015-06-13,7195,610,1,0,0,0
190,7,2015-06-14,0,0,0,0,0,0
190,1,2015-06-15,9514,775,1,1,0,0
190,2,2015-06-16,10439,797,1,1,0,0
190,3,2015-06-17,9053,769,1,1,0,0
190,4,2015-06-18,7189,673,1,1,0,0
190,5,2015-06-19,8610,748,1,1,0,0
190,6,2015-06-20,6824,566,1,0,0,0
190,7,2015-06-21,0,0,0,0,0,0
190,1,2015-06-22,6875,708,1,0,0,0
190,2,2015-06-23,6570,651,1,0,0,0
190,3,2015-06-24,6913,649,1,0,0,0
190,4,2015-06-25,5748,579,1,0,0,0
190,5,2015-06-26,7412,663,1,0,0,0
190,6,2015-06-27,7262,603,1,0,0,0
190,7,2015-06-28,0,0,0,0,0,0
190,1,2015-06-29,12172,891,1,1,0,0
190,2,2015-06-30,10763,850,1,1,0,0
190,3,2015-07-01,7834,695,1,1,0,0
190,4,2015-07-02,8318,687,1,1,0,0
190,5,2015-07-03,8959,759,1,1,0,0
190,6,2015-07-04,6206,550,1,0,0,0
190,7,2015-07-05,0,0,0,0,0,0
190,1,2015-07-06,7473,694,1,0,0,0
190,2,2015-07-07,6367,630,1,0,0,0
190,3,2015-07-08,7023,684,1,0,0,0
190,4,2015-07-09,6870,665,1,0,0,0
190,5,2015-07-10,7035,705,1,0,0,0
190,6,2015-07-11,5809,575,1,0,0,0
190,7,2015-07-12,0,0,0,0,0,0
190,1,2015-07-13,10497,815,1,1,0,0
190,2,2015-07-14,9400,810,1,1,0,0
190,3,2015-07-15,8175,702,1,1,0,0
190,4,2015-07-16,7296,667,1,1,0,0
190,5,2015-07-17,7804,662,1,1,0,0
190,6,2015-07-18,6631,614,1,0,0,0
190,7,2015-07-19,0,0,0,0,0,0
190,1,2015-07-20,7513,717,1,0,0,0
190,2,2015-07-21,6531,632,1,0,0,0
190,3,2015-07-22,6266,582,1,0,0,0
190,4,2015-07-23,6945,666,1,0,0,0
190,5,2015-07-24,7495,697,1,0,0,0
190,6,2015-07-25,7294,590,1,0,0,0
190,7,2015-07-26,0,0,0,0,0,0
190,1,2015-07-27,10876,856,1,1,0,0
190,2,2015-07-28,10136,861,1,1,0,0
190,3,2015-07-29,8941,751,1,1,0,0
190,4,2015-07-30,9079,754,1,1,0,0
190,5,2015-07-31,9772,821,1,1,0,0
192,4,2015-04-30,16539,1118,1,1,0,0
192,5,2015-05-01,0,0,0,1,a,0
192,6,2015-05-02,18795,1280,1,0,0,0
192,7,2015-05-03,0,0,0,0,0,0
192,1,2015-05-04,15559,1010,1,1,0,0
192,2,2015-05-05,12558,831,1,1,0,0
192,3,2015-05-06,12604,774,1,1,0,0
192,4,2015-05-07,12797,848,1,1,0,0
192,5,2015-05-08,13777,942,1,1,0,0
192,6,2015-05-09,16169,1155,1,0,0,0
192,7,2015-05-10,0,0,0,0,0,0
192,1,2015-05-11,10520,764,1,0,0,0
192,2,2015-05-12,10051,690,1,0,0,0
192,3,2015-05-13,12903,989,1,0,0,0
192,4,2015-05-14,0,0,0,0,a,0
192,5,2015-05-15,14980,1001,1,0,0,0
192,6,2015-05-16,14231,1019,1,0,0,0
192,7,2015-05-17,0,0,0,0,0,0
192,1,2015-05-18,15288,1016,1,1,0,0
192,2,2015-05-19,14188,877,1,1,0,0
192,3,2015-05-20,12310,764,1,1,0,0
192,4,2015-05-21,14269,898,1,1,0,0
192,5,2015-05-22,15296,1023,1,1,0,0
192,6,2015-05-23,16896,1134,1,0,0,0
192,7,2015-05-24,0,0,0,0,0,0
192,1,2015-05-25,0,0,0,0,a,0
192,2,2015-05-26,12799,879,1,0,0,1
192,3,2015-05-27,9804,703,1,0,0,1
192,4,2015-05-28,8608,650,1,0,0,1
192,5,2015-05-29,11382,777,1,0,0,1
192,6,2015-05-30,16106,1068,1,0,0,0
192,7,2015-05-31,0,0,0,0,0,0
192,1,2015-06-01,15799,969,1,1,0,1
192,2,2015-06-02,13804,911,1,1,0,1
192,3,2015-06-03,14208,975,1,1,0,1
192,4,2015-06-04,0,0,0,1,a,1
192,5,2015-06-05,18165,1128,1,1,0,1
192,6,2015-06-06,14684,1005,1,0,0,0
192,7,2015-06-07,0,0,0,0,0,0
192,1,2015-06-08,12151,811,1,0,0,0
192,2,2015-06-09,9544,763,1,0,0,0
192,3,2015-06-10,8646,675,1,0,0,0
192,4,2015-06-11,9960,710,1,0,0,0
192,5,2015-06-12,10774,764,1,0,0,0
192,6,2015-06-13,15743,1057,1,0,0,0
192,7,2015-06-14,0,0,0,0,0,0
192,1,2015-06-15,15414,942,1,1,0,0
192,2,2015-06-16,14660,945,1,1,0,0
192,3,2015-06-17,14273,906,1,1,0,0
192,4,2015-06-18,11906,796,1,1,0,0
192,5,2015-06-19,15313,1028,1,1,0,0
